Name,Basename,Release Date,Age Rating,Single Player,Multi Player,Franchise
Virtual Pool,virtual-pool,16/11/1997,,,,
Jam with the Band,jam-with-the-band,25/06/2008,,1,1,
Major League Baseball 2K10,major-league-baseball-2k10,01/03/2010,ESRB-E,1,0,
"SpongeBob SquarePants: Lights, Camera, Pants!",camera,00/00/2005,,,,
International Superstar Soccer 2000 (All region sales),international-superstar-soccer-2000-all-region-sales,00/00/2000,,,,
Rugrats: Scavenger Hunt,rugrats-scavenger-hunt,28/06/1999,ESRB-E,1,1,Rugrats
Wrecking Crew,wrecking-crew,17/06/1985,ESRB-E,1,1,
Yakuza,yakuza,07/12/2005,ESRB-M,1,0,
Monsters vs. Aliens,monsters-vs-aliens,23/03/2009,ESRB-E10,1,1,Monsters vs. Aliens
Bleach: Soul Resurrección,bleach-soul-resurreccion,22/06/2011,ESRB-T,1,0,Bleach
Craft The World,craft-the-world,23/11/2014,,1,1,
Prince of Persia Trilogy,prince-of-persia-trilogy,26/11/2006,,,,
Dai-4-Ji Super Robot Taisen S,dai-4-ji-super-robot-taisen-s,00/00/1996,,,,
Kingdom: New Lands,kingdom-new-lands,08/08/2016,ESRB-E10,1,0,
Disney's Kim Possible: Revenge of Monkey Fist,disneys-kim-possible-revenge-of-monkey-fist,12/12/2002,,1,0,
Mario & Luigi Superstar Saga + Bowser's Minions,mario-amp-luigi-superstar-saga-bowsers-minions,00/00/2017,,,,
Dynasty Warriors,dynasty-warriors,27/02/1997,ESRB-T,1,1,Romance Of The Three Kingdoms
Ace Combat Zero: The Belkan War,ace-combat-zero-the-belkan-war,22/03/2006,ESRB-T,1,1,
Final Fantasy II: Anniversary Edition,final-fantasy-ii-anniversary-edition,06/06/2007,,1,0,Final Fantasy
DiRT Rally,dirt-rally,06/12/2015,ESRB-E,1,1,
NHL 07,nhl-07,11/09/2006,ESRB-E10,1,1,NHL
Yokai Watch Busters 2: Hihou Densetsu Banbarayaa - Magnum / Sword,yokai-watch-busters-2-hihou-densetsu-banbarayaa---magnum,00/00/2017,,,,
Theatrhythm: Final Fantasy,theatrhythm-final-fantasy,15/02/2012,PEGI-12,1,1,
Petz: Hamsterz Life 2,petz-hamsterz-life-2,12/12/2007,,,,
The Bigs,the-bigs,24/06/2007,ESRB-E,1,1,
Cars Toon Mater's Tall Tales,cars-toon-maters-tall-tales,25/10/2011,,,,
Dragon Ball Z: Supersonic Warriors,dragon-ball-z-supersonic-warriors,25/03/2004,ESRB-T,1,1,Dragon Ball
Test Drive Unlimited,test-drive-unlimited,04/09/2006,PEGI-3,1,1,
Silent Hill 4: The Room,silent-hill-4-the-room,16/06/2004,,1,0,
River Raid II,river-raid-ii,02/06/1988,ESRB-E,,,
Capcom Classics Collection,capcom-classics-collection,26/10/2005,ESRB-T,,,
Fire Emblem Warriors,fire-emblem-warriors,27/09/2017,ESRB-T,1,1,
Monopoly Party,monopoly-party,28/10/2002,ESRB-E,1,1,Monopoly
Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,hidden-mysteries-titanic-secrets-of-the-fateful-voyage,00/00/2009,,,,
NHL FaceOff 98,nhl-faceoff-98,23/10/1997,,1,1,
The Saboteur,the-saboteur,03/12/2009,PEGI-18,1,0,
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,the-adventures-of-jimmy-neutron-boy-genius-attack-of-the-twonkies,12/09/2004,ESRB-E,1,0,Jimmy Neutron
Homefront: The Revolution,homefront-the-revolution,16/05/2016,PEGI-18,1,1,
Rock Band Unplugged,rock-band-unplugged,08/06/2009,ESRB-T,1,0,
Looney Tunes: Back in Action,looney-tunes-back-in-action,10/11/2003,ESRB-E,1,0,Looney Tunes
Rooms: The Main Building,rooms-the-main-building,10/08/2008,ESRB-E,1,0,
NHL 09,nhl-09,08/09/2008,,1,1,
Major League Baseball 2K12,major-league-baseball-2k12,05/03/2012,ESRB-E,1,1,
Midnight Magic,midnight-magic,31/01/1984,,,,
Paws & Claws: Dogs & Cats Best Friends,paws-amp-claws-dogs-amp-cats-best-friends,00/00/2007,,,,
R.U.S.E.,ruse,06/09/2010,PEGI-16,1,1,
Attack on Titan,attack-on-titan,17/02/2016,ESRB-M,1,1,
Monster Hunter Portable 3rd HD Ver,monster-hunter-portable-3rd-hd-ver,24/08/2011,,1,1,
Picross DS,picross-ds,24/01/2007,ESRB-E,1,0,
Avatar: The Last Airbender,avatar-the-last-airbender,09/10/2006,ESRB-E10,1,0,Avatar: The Last Airbender
Blue's Clues: Blue's Big Musical,blues-clues-blues-big-musical,30/12/2001,,1,0,
The Mummy Returns,the-mummy-returns,25/05/2001,,,,
Major League Baseball 2K13,major-league-baseball-2k13,04/03/2013,ESRB-E,1,1,
Hitman: Blood Money,hitman-blood-money,25/05/2006,ESRB-M,1,0,
Chopper Command,chopper-command,30/12/1982,ESRB-E,,,
Sega Bass Fishing,sega-bass-fishing,30/11/1997,ESRB-E,1,0,
Activision Anthology,activision-anthology,18/11/2002,ESRB-E,1,0,
Crash: Mind over Mutant,crash-mind-over-mutant,06/10/2008,,1,1,
Gothic 3,gothic-3,12/10/2006,ESRB-T,1,0,
Trials Evolution,trials-evolution,17/04/2012,ESRB-E10,1,1,
Yakuza 3,yakuza-3,25/02/2009,ESRB-M,1,1,
Yakuza 6: The Song of Life,yakuza-6-the-song-of-life,07/12/2016,ESRB-M,1,0,
Star Wars: Jedi Starfighter,star-wars-jedi-starfighter,09/03/2002,ESRB-T,1,1,Star Wars
Tactics Ogre: The Knight of Lodis,tactics-ogre-the-knight-of-lodis,20/06/2001,ESRB-E,1,1,
Super Robot Taisen MX,super-robot-taisen-mx,00/00/2004,,,,
Hometown Story,hometown-story,21/10/2013,ESRB-E10,1,0,
Bases Loaded '96: Double Header,bases-loaded-96-double-header,21/12/1995,,,,
Dead or Alive Ultimate,dead-or-alive-ultimate,25/10/2004,ESRB-M,1,1,
Dance Dance Revolution Universe 2,dance-dance-revolution-universe-2,03/12/2007,ESRB-E,1,1,
RPG Maker,rpg-maker,18/10/2000,,,,
Blockstorm,blockstorm,20/05/2015,,0,1,
Star Wars: Clone Wars,star-wars-clone-wars,00/00/2002,,,,
NBA Street Homecourt,nba-street-homecourt,18/02/2007,ESRB-E,1,1,
Pokémon Art Academy,pokemon-art-academy,18/06/2014,ESRB-E,1,0,Pokémon
Epic Mickey: Power of Illusion,epic-mickey-power-of-illusion,17/11/2012,,1,0,Mickey Mouse
Monster Hunter,monster-hunter,10/03/2004,ESRB-T,1,1,
Splashdown: Rides Gone Wild,splashdown-rides-gone-wild,04/08/2003,ESRB-E,1,1,
Picross 3D,picross-3d,02/03/2009,ESRB-E,1,1,
Super Famista 5,super-famista-5,28/02/1996,,,,
Ridge Racer 3D,ridge-racer-3d,25/02/2011,ESRB-E,1,1,
Reigns,reigns,09/08/2016,ESRB-T,1,0,
Bakugan Battle Brawlers: Defenders of the Core,bakugan-battle-brawlers-defenders-of-the-core,00/00/2010,ESRB-E10,,,
Pro Evolution Soccer 2019,pro-evolution-soccer-2019,27/08/2018,ESRB-E,1,1,
Shrek SuperSlam,shrek-superslam,24/10/2005,ESRB-E10,1,1,
Super Monkey Ball 3D,super-monkey-ball-3d,02/03/2011,ESRB-E,1,1,
Rayman Advance,rayman-advance,10/06/2001,,1,0,
Super Robot Taisen Z,super-robot-taisen-z,00/00/2008,,,,
PoPoLoCrois Monogatari,popolocrois-monogatari,11/07/1996,,1,0,
Dragon's Crown,dragons-crown,00/00/2013,,,,
Fantastic 4,fantastic-4,00/00/2005,,,,
Steel Diver,steel-diver,26/03/2011,,1,1,
Men in Black II: Alien Escape,men-in-black-ii-alien-escape,26/06/2002,ESRB-T,1,1,Men in Black
RealSports Tennis,realsports-tennis,30/12/1983,,1,1,
Nicktoons: Attack of the Toybots,nicktoons-attack-of-the-toybots,02/09/2007,ESRB-E,1,0,Nicktoons
Raiders of the Lost Ark,raiders-of-the-lost-ark,31/10/1982,,1,0,
Resident Evil: The Mercenaries 3D,resident-evil-the-mercenaries-3d,01/06/2011,ESRB-M,1,1,
Dynasty Warriors: Gundam 2,dynasty-warriors-gundam-2,17/12/2008,ESRB-T,1,1,
Spongebob Squarepants: Creature From the Krusty Krab,spongebob-squarepants-creature-from-the-krusty-krab,03/03/2005,ESRB-E,1,0,Spongebob Squarepants
The Witness,the-witness,25/01/2016,PEGI-3,1,0,
Boogie,boogie,05/08/2007,ESRB-E,1,1,
Dragon Ball Z: Supersonic Warriors 2,dragon-ball-z-supersonic-warriors-2,16/11/2005,ESRB-E10,1,1,Dragon Ball
Story of Seasons: Trio of Towns,story-of-seasons-trio-of-towns,22/06/2016,ESRB-E10,1,0,
Nuclear Throne,nuclear-throne,04/12/2015,ESRB-E10,1,1,
Babysitting Mama,babysitting-mama,04/11/2010,ESRB-E,1,1,
Fire Emblem: Radiant Dawn,fire-emblem-radiant-dawn,21/02/2007,ESRB-E10,1,0,
Mario Golf: World Tour,mario-golf-world-tour,30/04/2014,ESRB-E,1,1,
The Matrix: Path of Neo,the-matrix-path-of-neo,03/10/2005,ESRB-T,1,0,Matrix
WWE WrestleMania X8,wwe-wrestlemania-x8,08/06/2002,ESRB-T,1,1,WWE
Asphalt 3D,asphalt-3d,09/03/2011,ESRB-E10,1,1,
Car Mechanic Simulator 2018,car-mechanic-simulator-2018,20/07/2017,PEGI-3,1,0,
Dreamworks Madagascar Kartz,dreamworks-madagascar-kartz,00/00/2009,,,,
Grandia III,grandia-iii,03/08/2005,ESRB-T,1,0,
Soma,soma,00/00/2016,,,,
Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus,mobile-suit-gundam-seed-destiny-rengou-vs-zaft-ii-plus,00/00/2006,,,,
Mario & Wario,mario-amp-wario,00/00/1993,,,,
FIFA Soccer 64,fifa-soccer-64,00/00/1997,,,,
Final Fantasy XV: Windows Edition,final-fantasy-xv-windows-edition,05/03/2018,ESRB-T,1,1,Final Fantasy
The Escapists 2,the-escapists-2,21/08/2017,ESRB-T,1,1,
Animal Crossing: Amiibo Festival,animal-crossing-amiibo-festival,12/11/2015,ESRB-E,1,1,
J-League Pro Soccer Club wo Tsukurou! 2,j-league-pro-soccer-club-wo-tsukurou-2,00/00/1997,,,,
MotorStorm: Apocalypse,motorstorm-apocalypse,15/03/2011,ESRB-T,1,1,
Backyard Baseball,backyard-baseball,20/06/2002,,1,0,
Wipeout Pulse,wipeout-pulse,12/12/2007,ESRB-E,1,1,
Barbie Horse Adventures: Wild Horse Rescue,barbie-horse-adventures-wild-horse-rescue,03/11/2003,ESRB-E,1,0,Barbie
Virtua Tennis 4: World Tour,virtua-tennis-4-world-tour,00/00/2012,,,,
Taiko no Tatsujin: Appare Sandaime,taiko-no-tatsujin-appare-sandaime,29/10/2003,,1,1,
One Piece: Grand Battle,one-piece-grand-battle,06/09/2005,ESRB-T,0,1,
Worms: Ultimate Mayhem,worms-ultimate-mayhem,27/09/2011,PEGI-12,1,1,
Spy Hunter 2,spy-hunter-2,00/00/2003,,,,
Art Academy: Lessons for Everyone!,art-academy-lessons-for-everyone,27/07/2012,ESRB-E,1,0,
Die Hard Trilogy 2: Viva Las Vegas,die-hard-trilogy-2-viva-las-vegas,28/03/2000,,1,0,
DiRT 4,dirt-4,05/06/2017,ESRB-T,1,1,
Momotarou Dentetsu X: Kyuushuu-hen mo Arubai,momotarou-dentetsu-x-kyuushuu-hen-mo-arubai,00/00/2001,,,,
Hyrule Warriors: Legends,hyrule-warriors-legends,20/01/2016,ESRB-T,1,1,
Dark Souls: Remastered,dark-souls-remastered,24/05/2018,ESRB-M,1,1,
Styx: Master of Shadows,styx-master-of-shadows,06/10/2014,ESRB-T,1,0,
Sniper Elite: Nazi Zombie Army 2,sniper-elite-nazi-zombie-army-2,30/10/2013,ESRB-M,1,1,
Tales of Legendia,tales-of-legendia,24/08/2005,ESRB-T,1,0,
Sniper Art of Victory,sniper-art-of-victory,12/06/2008,PEGI-16,1,0,
Alone in the Dark,alone-in-the-dark,30/12/1992,ESRB-T,1,0,
Football Manager Handheld 2009,football-manager-handheld-2009,13/12/2008,,,,
Madagascar: Operation Penguin,madagascar-operation-penguin,27/10/2005,ESRB-E,1,0,Madagascar
The Swapper,the-swapper,29/05/2013,ESRB-E10,1,0,
Yu-Gi-Oh! Forbidden Memories (JP sales),yu-gi-oh-forbidden-memories-jp-sales,00/00/2002,,,,
Ultimate I Spy,ultimate-i-spy,28/10/2008,ESRB-E,1,0,I Spy
Millipede,millipede,31/10/1982,ESRB-E,1,1,
The Legend of the Mystical Ninja,the-legend-of-the-mystical-ninja,16/07/1991,ESRB-E,1,1,
Farpoint,farpoint,15/05/2017,PEGI-16,1,1,
X3: Terran Conflict,x3-terran-conflict,15/10/2008,ESRB-T,1,0,
Atelier Rorona: Alchemist of Arland,atelier-rorona-alchemist-of-arland,00/00/2014,,,,
Destroy All Humans! 2,destroy-all-humans-2,16/10/2006,ESRB-T,1,1,
Pinball Hall of Fame: The Williams Collection,pinball-hall-of-fame-the-williams-collection,25/02/2008,ESRB-E10,1,1,
ECW Hardcore Revolution,ecw-hardcore-revolution,30/01/2000,ESRB-M,1,1,
Bionic Commando,bionic-commando,18/05/2009,ESRB-M,1,1,
You're in the Movies,youre-in-the-movies,00/00/2008,,,,
Fortune Street,fortune-street,30/11/2011,ESRB-E,1,1,
"Scene It? Lights, Camera, Action",scene-it-lights-camera-action,05/11/2007,,1,1,
Battleborn,battleborn,02/05/2016,PEGI-16,1,1,
Bass Pro Shops: The Strike,bass-pro-shops-the-strike,05/10/2009,ESRB-E,1,0,Bass Pro Shop
Dark Sector,dark-sector,24/03/2008,ESRB-M,1,1,
Jurassic World Evolution,jurassic-world-evolution,11/06/2018,ESRB-T,1,0,
Zoo Tycoon (2013),zoo-tycoon-2013,00/00/2013,,,,
Wu-Tang: Shaolin Style,wu-tang-shaolin-style,30/10/1999,ESRB-M,1,1,
A Way Out,a-way-out,22/03/2018,ESRB-M,0,1,
Secret Weapons Over Normandy,secret-weapons-over-normandy,17/11/2003,ESRB-T,1,1,
Scrabble 2007 Edition,scrabble-2007-edition,14/09/2007,,,,
All-Star Baseball '99,all-star-baseball-99,28/05/1998,ESRB-E,,,
Harvest Moon 64,harvest-moon-64,04/02/1999,ESRB-E,1,0,
Kouchuu Ouja Mushi King,kouchuu-ouja-mushi-king,00/00/2005,,,,
Bratz: The Movie,bratz-the-movie,23/09/2007,ESRB-E,1,0,Bratz
Batman: Arkham Origins Blackgate,batman-arkham-origins-blackgate,24/10/2013,ESRB-T,1,0,
Vigilante 8: 2nd Offense,vigilante-8-2nd-offense,17/11/1999,ESRB-T,1,1,
Crazy Taxi: Fare Wars,crazy-taxi-fare-wars,06/08/2007,ESRB-E10,1,1,
Sonic Lost World,sonic-lost-world,17/10/2013,ESRB-E10,1,1,
Theme Park Roller Coaster,theme-park-roller-coaster,03/01/2001,,,,
NFL Xtreme 2,nfl-xtreme-2,23/07/1999,,,,
Bad Rats: the Rats' Revenge,bad-rats-the-rats-revenge,19/07/2009,,1,1,
Euro Truck Simulator,euro-truck-simulator,28/08/2008,PEGI-3,1,0,
Galactic Civilizations III,galactic-civilizations-iii,26/03/2014,PEGI-12,1,1,
Children of Mana,children-of-mana,01/03/2006,ESRB-E,1,0,
Grand Prix,grand-prix,30/12/1982,,1,0,
World of Outlaws: Sprint Cars 2002,world-of-outlaws-sprint-cars-2002,00/00/2002,,,,
FantaVision,fantavision,08/03/2000,ESRB-E,1,1,
Double Dragon,double-dragon,31/07/1987,ESRB-E10,1,1,
Alien Trilogy,alien-trilogy,31/01/1996,ESRB-M,,,Alien
Karate,karate,30/12/1986,,1,1,
Dynasty Warriors: Gundam,dynasty-warriors-gundam,28/02/2007,ESRB-T,1,1,
X-Men: Next Dimension,x-men-next-dimension,14/10/2002,ESRB-T,1,1,X-Men
The Godfather (JP sales),the-godfather-jp-sales,00/00/2006,,,,
Super Puyo Puyo 2,super-puyo-puyo-2,07/01/1996,,,,
Ford Racing: Off Road,ford-racing-off-road,31/08/2008,ESRB-E,1,1,
Wipeout,wipeout,28/09/1995,,1,1,
Ico,ico,23/09/2001,ESRB-E,1,0,
Silent Hill: Downpour,silent-hill-downpour,12/03/2012,,1,0,
Microsoft Flight Simulator X,microsoft-flight-simulator-x,09/10/2006,,1,1,
Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III,dragon-quest-25-shuunen-kinin-famicom-amp-super-famicom-dragon-quest-i-ii-iii,00/00/2011,,,,
Victorious Boxers: Ippo's Road to Glory,victorious-boxers-ippos-road-to-glory,05/12/2001,ESRB-T,,,
Densetsu no Stafi,densetsu-no-stafi,00/00/2002,,,,
Valkyrie Profile 2: Silmeria,valkyrie-profile-2-silmeria,21/06/2006,,1,0,
Hot Wheels Velocity X,hot-wheels-velocity-x,15/10/2002,ESRB-E,1,1,Hot Wheels
Dragon Age: Origins - Awakening,dragon-age-origins-awakening,15/03/2010,ESRB-M,1,0,
Inazuma Eleven 3: Sekai e no Chousen!! The Ogre,inazuma-eleven-3-sekai-e-no-chousen-the-ogre,00/00/2010,,,,
Shadowrun (2007),shadowrun-2007,00/00/2007,,,,
Jake Power: Fireman,jake-power-fireman,00/00/2009,,,,
L.A. Rush,la-rush,00/00/2005,,,,
Dead Space: Extraction,dead-space-extraction,23/09/2009,ESRB-M,1,1,
Automobili Lamborghini,automobili-lamborghini,29/11/1997,ESRB-E,1,1,
Bomberman Hero,bomberman-hero,31/08/1998,ESRB-E,1,0,
DOOM 64,doom-64,30/03/1997,ESRB-M,1,0,
Momotarou Dentetsu V,momotarou-dentetsu-v,00/00/1999,,,,
Quest 64,quest-64,31/05/1998,ESRB-E,1,0,
Viva Piñata: Trouble in Paradise,viva-pinata-trouble-in-paradise,01/09/2008,,1,1,
NBA Ballers: Phenom,nba-ballers-phenom,28/03/2006,ESRB-E,1,1,
FlingSmash,flingsmash,06/11/2010,ESRB-E,1,1,
Emergency Heroes,emergency-heroes,26/05/2008,ESRB-E10,1,1,
Deadpool,deadpool,24/06/2013,ESRB-M,1,0,Deadpool
RUNNING WITH RIFLES,running-with-rifles,01/04/2015,,1,1,
Active Life: Extreme Challenge,active-life-extreme-challenge,10/08/2009,ESRB-E,1,1,
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,dragon-quest-heroes-ii-twin-kings-and-the-prophecys-end,00/00/2017,,,,
MTV Music Generator,mtv-music-generator,29/12/1999,ESRB-E,,,
Hamsterz Life,hamsterz-life,27/11/2006,ESRB-E,1,0,
"Warhammer 40,000: Dawn of War II","000 dawn of war ii""",00/00/2009,,,,
Super Momotarou Dentetsu Dx,super-momotarou-dentetsu-dx,07/12/1995,,,,
World Soccer Winning Eleven 8: Liveware Evolution,world-soccer-winning-eleven-8-liveware-evolution,00/00/2005,,,,
TrackMania Turbo,trackmania-turbo,21/03/2016,PEGI-3,1,1,
Final Fantasy: Crystal Chronicles - Echoes of Time,final-fantasy-crystal-chronicles-echoes-of-time,28/01/2009,,1,0,
Downhill Domination,downhill-domination,21/07/2003,ESRB-T,1,1,
Life is Strange: Before the Storm,life-is-strange-before-the-storm,30/08/2017,ESRB-M,1,0,
Detective Pikachu,detective-pikachu,22/03/2018,ESRB-E,1,0,
Pirates of the Caribbean: Dead Man's Chest,pirates-of-the-caribbean-dead-mans-chest,26/06/2006,ESRB-T,1,1,
Knack 2,knack-2,00/00/2017,,,,
Spider-Man: Friend or Foe,spider-man-friend-or-foe,01/10/2007,ESRB-E10,1,1,Spider-Man
Inazuma Eleven Go: Chrono Stone - Wildfire / Thunderflash,inazuma-eleven-go-chrono-stone---wildfire,00/00/2012,,,,
World Series of Poker,world-series-of-poker,30/08/2005,ESRB-E10,1,0,
NHL 97,nhl-97,30/10/1996,,1,1,
Kong: The 8th Wonder of the World,kong-the-8th-wonder-of-the-world,21/12/2005,,,,
Sonic Mania,sonic-mania,14/08/2017,ESRB-E,1,1,
Godzilla: Save the Earth,godzilla-save-the-earth,01/11/2004,ESRB-T,1,1,Godzilla
Petz Sports,petz-sports,03/11/2008,ESRB-E,1,1,
Dance Dance Revolution Mario Mix,dance-dance-revolution-mario-mix,13/07/2005,ESRB-E,1,1,Mario Bros.
Metal Gear Solid: The Twin Snakes,metal-gear-solid-the-twin-snakes,08/03/2004,,1,0,
FIFA Soccer 13,fifa-soccer-13,00/00/2012,,,,
Mat Hoffman's Pro BMX 2,mat-hoffmans-pro-bmx-2,00/00/2002,,,,
Metal Gear Solid: The Essential Collection,metal-gear-solid-the-essential-collection,17/04/2008,,1,0,
SimCity Creator,simcity-creator,18/03/2008,ESRB-E,1,0,
Iridion 3D,iridion-3d,10/06/2001,ESRB-E,1,0,
Syphon Filter: Logan's Shadow,syphon-filter-logans-shadow,01/10/2007,,1,1,
Classic NES Series: Pac-Man,classic-nes-series-pac-man,01/06/2004,,1,0,
Imagine: Figure Skater (US sales),imagine-figure-skater-us-sales,00/00/2008,,,,
Dragon Ball Z: Collectible Card Game,dragon-ball-z-collectible-card-game,00/00/2002,ESRB-E,,,
Circus Atari,circus-atari,00/00/1978,,,,
Dissidia Final Fantasy NT,dissidia-final-fantasy-nt,10/01/2018,PEGI-12,1,1,
Razor Freestyle Scooter,razor-freestyle-scooter,10/12/2000,ESRB-E,1,1,Razor Scooter
Brothers in Arms: D-Day,brothers-in-arms-d-day,04/12/2006,ESRB-M,,,
Disney's Kim Possible 3: Team Possible,disneys-kim-possible-3-team-possible,20/09/2005,ESRB-E,,,
Rygar: The Legendary Adventure,rygar-the-legendary-adventure,11/11/2002,ESRB-T,1,0,
Super Batter Up,super-batter-up,31/01/1992,,,,
Kessen II,kessen-ii,28/03/2001,ESRB-T,1,0,
Crayon Shin-Chan: Arashi o Yobu Enji,crayon-shin-chan-arashi-o-yobu-enji,29/07/1993,,1,0,
Stuart Little 2,stuart-little-2,11/08/2002,ESRB-E,,,
Nickelodeon Team Umizoomi,nickelodeon-team-umizoomi,00/00/2011,,,,
SingStar: Amped,singstar-amped,17/09/2007,,1,1,
Brothers in Arms: Earned in Blood,brothers-in-arms-earned-in-blood,03/10/2005,ESRB-M,1,1,
Mario Sports Superstars,mario-sports-superstars,09/03/2017,,1,1,
Dragon Ball Z: Sagas,dragon-ball-z-sagas,21/03/2005,ESRB-T,1,1,Dragon Ball Z
Scooby-Doo,scooby-doo,30/12/1986,ESRB-E,1,0,Scooby-Doo
Hydro Thunder,hydro-thunder,31/12/1998,ESRB-E,1,1,
Crayola Treasure Adventures,crayola-treasure-adventures,31/10/2007,,,,
NHL FaceOff '97,nhl-faceoff-97,00/00/1996,,,,
Minecraft: Story Mode - The Complete Adventure,minecraft-story-mode-the-complete-adventure,24/10/2016,,,,
State of Decay 2,state-of-decay-2,21/05/2018,ESRB-M,1,1,
Gremlins,gremlins,30/12/1984,,1,1,
The Mark of Kri,the-mark-of-kri,28/07/2002,ESRB-M,1,0,
LEGO DC Super-Villains,lego-dc-super-villains,15/10/2018,ESRB-E10,1,1,
Jampack Winter 2003 (RP-M),jampack-winter-2003-rp-m,00/00/2003,,,,
Mega Man Star Force 3: Black Ace,mega-man-star-force-3-black-ace,12/11/2008,ESRB-E,1,1,Mega Man
Rugrats: Castle Capers,rugrats-castle-capers,23/09/2001,ESRB-E,1,0,Rugrats
Mass Effect Trilogy,mass-effect-trilogy,03/12/2012,,,,
Boom Blox Bash Party,boom-blox-bash-party,18/05/2009,ESRB-E,1,1,
Momotarou Dentetsu 11,momotarou-dentetsu-11,00/00/2002,,,,
Mirror,mirror,20/09/2017,ESRB-T,1,0,
Hyrule Warriors: Definitive Edition,hyrule-warriors-definitive-edition,21/03/2018,PEGI-12,1,1,
Star Wars: Demolition,star-wars-demolition,11/11/2000,ESRB-T,1,1,Star Wars
Bloody Roar II,bloody-roar-ii,00/00/1999,,,,
Delta Force: Black Hawk Down,delta-force-black-hawk-down,22/03/2003,ESRB-T,1,1,
Mother 1+2,mother-12,00/00/2003,,,,
Top Spin,top-spin,27/10/2003,ESRB-E,1,1,
Country Dance 2,country-dance-2,30/11/2011,ESRB-E,,,
ATV Offroad Fury Pro,atv-offroad-fury-pro,25/10/2006,ESRB-E,1,1,
2 Games in 1: SpongeBob SquarePants: SuperSponge & Rugrats Go Wild,2-games-in-1-spongebob-squarepants-supersponge-amp-rugrats-go-wild,00/00/2005,,,,
Billiards,billiards,31/08/2017,,1,1,
Harvest Moon DS (US sales),harvest-moon-ds-us-sales,00/00/2006,,,,
Victor Vran ARPG,victor-vran-arpg,00/00/2015,,,,
Jikkyou Powerful Pro Yakyuu 3,jikkyou-powerful-pro-yakyuu-3,28/03/1996,,,,
We Sing Encore,we-sing-encore,19/08/2010,,1,1,
Naruto Shippuden: Ultimate Ninja Storm Revolution,naruto-shippuden-ultimate-ninja-storm-revolution,10/09/2014,ESRB-T,1,1,
Jikkyou Powerful Pro Yakyuu 12,jikkyou-powerful-pro-yakyuu-12,00/00/2005,,,,
Dead or Alive: Dimensions,dead-or-alive-dimensions,18/05/2011,ESRB-T,1,1,
God Eater 2,god-eater-2,13/11/2013,,1,1,
Scooby-Doo! and the Spooky Swamp,scooby-doo-and-the-spooky-swamp,13/09/2010,ESRB-RP,1,0,Scooby-Doo
J-League Excite Stage '95,j-league-excite-stage-95,00/00/1995,,,,
Bleach: The Blade of Fate,bleach-the-blade-of-fate,25/01/2006,ESRB-T,1,1,
Teleglitch,teleglitch,23/11/2012,PEGI-7,1,0,
Vin Diesel Wheelman,vin-diesel-wheelman,23/03/2009,,,,
Phantasy Star Online Episode I & II,phantasy-star-online-episode-i-amp-ii,00/00/2002,,,,
The PowerPuff Girls: Relish Rampage,the-powerpuff-girls-relish-rampage,24/11/2002,ESRB-E,,,
Attack on Titan: The Last Wings of Mankind,attack-on-titan-the-last-wings-of-mankind,00/00/2013,,,,
American Girl: Kit Mystery Challenge!,american-girl-kit-mystery-challenge,22/07/2008,ESRB-E,,,
The Chronicles of Riddick: Escape from Butcher Bay,the-chronicles-of-riddick-escape-from-butcher-bay,31/05/2004,ESRB-M,1,0,
Turmoil,turmoil,30/12/1982,,1,0,
NFL Head Coach,nfl-head-coach,19/06/2006,ESRB-E,1,0,NFL
Burnout Dominator,burnout-dominator,05/03/2007,ESRB-E10,1,0,
Despicable Me: The Game: Minion Mayhem,despicable-me-the-game-minion-mayhem,05/07/2010,ESRB-E,,,
Magic: The Gathering - Duels of the Planeswalkers 2013,magic-the-gathering-duels-of-the-planeswalkers-2013,19/06/2012,PEGI-7,1,1,Magic The Gathering
The Sims 3: Ambitions,the-sims-3-ambitions,31/05/2010,ESRB-T,1,0,
Ghostbusters,ghostbusters,28/06/1990,,1,0,Ghostbusters
NCAA GameBreaker '99,ncaa-gamebreaker-99,27/11/1998,,,,
Barbie as the Island Princess,barbie-as-the-island-princess,31/10/2007,ESRB-E,1,1,Barbie
World Stadium 2,world-stadium-2,00/00/1998,,,,
Enemy Territory: Quake Wars,enemy-territory-quake-wars,27/09/2007,ESRB-T,1,1,
The New York Times Crosswords,the-new-york-times-crosswords,00/00/2007,,,,
NHL 2005,nhl-2005,13/09/2004,ESRB-E,1,1,
Dynasty Warriors: Strikeforce,dynasty-warriors-strikeforce,25/02/2009,ESRB-T,1,1,
Karaoke Revolution Presents: American Idol Encore,karaoke-revolution-presents-american-idol-encore,03/03/2008,ESRB-E,,,
Brain Challenge,brain-challenge,04/09/2007,ESRB-E10,1,1,
